From	Entry
RASGEF1B	A0A1B0GVA7
RASGEF1B	A0A1B0GW78
RASGEF1B	D6RE71
RASGEF1B	Q8N437
OR13F1	Q8NGS4
OR13F1	A0A126GVA8
TYROBP	O43914
TYROBP	K7EKK0
TYROBP	K7ES93
TYROBP	X6RGC9
ZCCHC6	Q5VYS8
ZCCHC6	A0A024R235
ZCCHC6	Q96KX5
FBXO21	O94952
FBXO21	A0A024RBL8
FBXO21	A0A024RBR2
FBXO21	H0YHF6
FBXO21	H0YIE9
FBXO21	Q4G104
FBXO21	Q8IUQ5
SOCS1	O15524
SOCS1	Q4JHT5
DCTD	P32321
DCTD	D6R9P0
DCTD	D6R9S0
DCTD	D6RAD7
DCTD	D6RAR9
DCTD	D6RBJ9
DCTD	D6RBN2
DCTD	D6RC36
DCTD	D6RD72
DCTD	D6RIG3
DCTD	D6RJA9
CPA2	P48052
CPA2	A0A0S2Z3J9
CPA2	A0A0S2Z3K5
CPA2	A0A0S2Z3R5
CPA2	J3QT58
ZNF177	Q13360
ZNF177	K7EK36
ZNF177	K7EQU1
ZNF177	V9H066
COLEC12	Q5KU26
HIST1H1E	P10412
HIST1H1E	A3R0T8
HIST1H1E	Q4VB24
C6	P13671
C6	C9JC72
C6	C9JX36
SKAP1	Q86WV1
SKAP1	J3KS83
SKAP1	J3KSD4
SKAP1	J3QKX8
SKAP1	J3QRG3
SKAP1	J3QS38
FAM129C	Q86XR2
OXSM	Q9NWU1
OXSM	B4E3Q7
OXSM	C9J2G3
OXSM	C9JQQ2
OXSM	F8VNS3
ACPP	P15309
ACPP	A0PJ86
ACPP	Q6LBH1
DPCD	Q9BVM2
DPCD	Q5JQQ2
DPCD	Q5JQQ4
TNP1	P09430
TNP1	Q4ZG82
ANKMY1	Q9P2S6
ANKMY1	A0A0S2Z587
ANKMY1	A0A0S2Z596
ANKMY1	A0A8V8TPK4
ANKMY1	B5MBY4
ANKMY1	C9J5V7
ANKMY1	C9JGS7
ANKMY1	C9JZ56
ANKMY1	H7BYI0
ANKMY1	H7BYZ8
ANKMY1	H7C254
ANKMY1	J3KPY5
ANKMY1	J3KQ07
ANKMY1	J3KQ21
ANKMY1	Q6GPI0
SIRPG	Q9P1W8
SIRPG	D3DVW8
LRRN3	Q9H3W5
LRRN3	A4D0T1
LRRN3	E7EW58
TDRD5	Q8NAT2
TDRD5	A0A024R910
TDRD5	A0A0C4DG74
OTOGL	Q3ZCN5
OTOGL	A0A2R8YCH1
OTOGL	A0A2R8YF04
OTOGL	H0YIF7
OTOGL	H0YIL4
OTOGL	H7BXL6
OTOGL	L8EBI8
OR2G3	Q8NGZ4
OR2G3	A0A126GVV3
OR2G3	A0A126GVX0
USP17L1	Q7RTZ2
WARS	P23381
WARS	A0A024R6K8
CCDC130	P13994
TBC1D28	Q2M2D7
TBC1D28	I3L197
TBC1D28	I3L433
TBC1D28	I3L502
HIST1H1D	P16402
NFIB	O00712
NFIB	A0A0A0MRX8
NFIB	A0A0S2Z4H3
NFIB	A0A1B0GTC1
NFIB	A0A1B0GU97
NFIB	A0A1B0GVN4
NFIB	A0A1B0GW37
NFIB	A0A1B0GWB8
NFIB	A0A1B0GWI9
NFIB	A0A1B0GWJ4
NFIB	A0A2R8Y7V8
NFIB	Q5VW26
NFIB	Q5VW27
NFIB	Q5VW28
NFIB	Q5VW30
NFIB	Q5VW31
NFIB	Q5W0Y9
NFIB	U3KPY9
NFIB	U3KQE8
TMPRSS9	Q7Z410
TMPRSS9	A0A3B3IU58
HIST1H1T	P22492
HIST1H1T	A1L407
TDG	Q13569
TDG	B4E127
TDG	F5H0I7
TDG	F5H539
TDG	G8JL98
TDG	H0YH18
TDG	Q05CX8
TDG	Q3SX60
CD86	P42081
CD86	A0A0X9R4E0
CD86	C9JXS1
CD86	H7C4F8
FAM9C	Q8IZT9
FAM9C	A0A024RBW5
FAM9C	G3V1I3
FAM9C	H7C346
MPP5	Q8N3R9
MPP5	Q4VBP4
DNAH6	Q9C0G6
MLEC	Q14165
MLEC	F5GX14
MLEC	F5H1S8
MLEC	H0YG07
TRIM68	Q6AZZ1
TRIM68	E9PJJ9
TRIM68	E9PP83
TRIM68	E9PR29
HIST1H3A	P68431
HIST3H3	Q16695
H3F3A	P84243
H3F3A	B2R4P9
SUGCT	Q9HAC7
SUGCT	H0Y4N1
SUGCT	H7C0H3
SUGCT	H7C1N0
SYCE1L	A8MT33
SYCE1L	H3BME6
C7orf43	Q8WVR3
C6orf10	Q5SRN2
FAM160B2	Q86V87
H2AFX	P16104
CRISPLD2	Q9H0B8
CRISPLD2	H3BS62
CRISPLD2	H3BSZ9
CRISPLD2	H3BTI0
CRISPLD2	H3BTP0
CRISPLD2	J3QKP2
C6orf106	Q9H6K1
C6orf106	A0A024RCW2
C6orf106	L8EB61
ZNF10	P21506
ZNF10	F5GZ75
ZNF10	F5H0R3
ZNF10	F5H311
ZNF10	F8WD46
LRFN2	Q9ULH4
LRFN2	A0A8V8TQ63
ODF4	Q2M2E3
ODF4	A0A1B0GUE2
ODF4	A0A1B0GUG5
ODF4	C3TX97
C9orf139	Q6ZV77
DHRS9	Q9BPW9
DHRS9	C9J430
KLHDC8A	Q8IYD2
KLHDC8A	A0A024R981
KLHDC8A	U3KPW1
KLHDC8A	U3KPX9
KLHDC8A	U3KQC2
KLHDC8A	U3KQH1
KLHDC8A	U3KQI4
KLHDC8A	U3KQK4
SMIM34A	A8MWV9
C4orf50	Q6ZRC1
C4orf50	A0A1W2PRI9
C4orf50	E9PNW5
HLA-DOB	P13765
HLA-DOB	A0A140T935
HLA-DOB	A0A140T945
HLA-DOB	A0A140T9F2
HLA-DOB	A0A140T9L2
HLA-DOB	A0A140T9U5
HLA-DOB	A0A140T9Z3
HLA-DOB	A0A140TA22
HLA-DOB	B7Z742
HLA-DOB	E9PI00
HLA-DOB	H0Y4X4
HLA-DOB	Q5QNS2
HLA-DOB	Q6FHE3
HLA-DOB	X5CF66
HLA-DOB	X5D174
C9orf16	Q9BUW7
CLCF1	Q9UBD9
NUDT4	Q9NZJ9
NUDT4	A0A024RBD0
NUDT4	A0A0C4DGJ4
NUDT4	F8VRL4
NUDT4	F8VRR0
CALML3	P27482
OLIG2	Q13516
OLIG2	C9J444
KIF3C	O14782
KIF3C	A2RU78
KIF3C	B7ZM25
KIF3C	F8WAR6
KIF3C	F8WER6
KIF3C	I6L9B9
PRSS33	Q8NF86
PRSS33	I3L1S0
PRSS33	I3L3D7
CARS	P49589
CARS	A0A024RCG3
CARS	A8MVQ3
GALK2	Q01415
GALK2	B7ZAX5
GALK2	H0YK10
GALK2	H0YK30
GALK2	H0YLF9
GALK2	H0YLK3
GALK2	H0YLL3
GALK2	H0YLL8
GALK2	H0YM44
GALK2	H0YML1
GALK2	H0YN31
GALK2	H0YN87
GALK2	H0YND3
GALK2	H0YNR7
ACAD10	Q6JQN1
ACAD10	D6RFF6
ACAD10	F8VXK4
ACAD10	F8W0Q4
ACAD10	F8W179
ACAD10	F8W1A9
ACAD10	F8W1I9
C17orf62	Q9BQA9
C17orf62	A0A024R8W9
C17orf62	A0A8V8TMR8
C17orf62	H0Y2X1
C17orf62	J3KS78
C17orf62	J3KTI1
C17orf62	Q969P4
NFIA	Q12857
NFIA	A0A590UJ67
NFIA	A0A590UJ82
NFIA	A0A590UJA3
NFIA	A0A590UJU2
NFIA	A0A590UK09
NFIA	A0A590UK38
NFIA	A0A590UK73
NFIA	A0A8V8TP49
NFIA	A0A8V8TP65
NFIA	A0A8V8TPG7
NFIA	A0A8V8TPN0
NFIA	A0A8V8TQG7
NFIA	A0A8V8TQI3
NFIA	A0A8V8TQV0
NFIA	B1AKN5
NFIA	B1AKN6
NFIA	B1AKN7
NFIA	B1AKN8
NFIA	S4R308
NFIA	S4R3K4
NFIA	S4R3K5
NFIA	S4R3W2
NFIA	S4R3W6
CCDC94	Q9BW85
ANKRD29	Q8N6D5
ANKRD29	K7EL63
ANKRD29	K7EQM1
ANKRD29	V9GYT2
SLC25A31	Q9H0C2
CCDC166	P0CW27
GPAT2	Q6NUI2
GPAT2	C9JYV5
GPAT2	E9PE95
ADGRG4	Q8IZF6
TATDN3	Q17R31
TATDN3	E9PP81
TATDN3	E9PPF0
TATDN3	E9PQP8
TATDN3	E9PRA1
TATDN3	H0YCC7
TATDN3	H0YCN0
TATDN3	H0YD82
TATDN3	U3KQ29
FAM186B	Q8IYM0
FAM186B	A0A0C4DGG0
FAM186B	E9PMM1
FAM186B	F8VRJ5
FAM186B	H0YIB0
NAT6	Q93015
NAT6	Q6IAP1
GLT6D1	Q7Z4J2
VWCE	Q96DN2
VWCE	A0A024R511
VWCE	B4DS56
VWCE	B4DY31
C3P1	Q6ZMU1
SSX2	Q16385
SSX2	Q8WWZ9
SSX2	Q9NZK4
TRIL	Q7L0X0
LOXL4	Q96JB6
H2BFWT	Q7Z2G1
ST6GALNAC1	Q9NSC7
ST6GALNAC1	G3XAD9
ST6GALNAC1	K7EJA8
ST6GALNAC1	K7EJC9
ST6GALNAC1	K7ELU9
ST6GALNAC1	K7EMB6
ST6GALNAC1	Q8TBJ6
KRT17	Q04695
KRT17	A0A3B3IS58
KRT17	K7EPJ9
KRT17	K7ESE1
RCC1L	Q96I51
RCC1L	A0A087WT38
PDYN	P01213
PDYN	A0A494C0B1
PDYN	A0A494C0B3
PDYN	A0A494C0X3
PDYN	A0A494C0Y8
PDYN	A0A494C197
PDYN	A0A494C1E3
PDYN	A0A494C1J4
PDYN	A0A494C1U2
PDYN	Q2YEL0
PDYN	Q2YEM6
BCL6B	Q8N143
BCL6B	A8KA13
BCL6B	H0YGW0
BCL6B	I3L304
BCL6B	I3L396
HIF1AN	Q9NWT6
HIF1AN	E9PL41
HIF1AN	E9PNR8
TAS2R42	Q7RTR8
TAS2R42	A0A0G2JPZ2
KIF17	Q9P2E2
KIF17	A0A024RAF4
KIF17	A0A0A0MRS8
MAP10	Q9P2G4
ANKRD18B	A2A2Z9
ANKRD18B	A0A0F6MY87
ANKRD18B	A0A8I5KZ96
ANKRD18B	A0A8V8TQ86
ANKRD18B	A0A8V8TRI7
ANKRD18B	A2A300
ANKRD18B	R4GNB3
ANKRD18B	S4R3H1
KLHL31	Q9H511
FTHL17	Q9BXU8
FTHL17	A0A384NPV7
C16orf72	Q14CZ0
HMGCL	P35914
HMGCL	B1AK13
HMGCL	G8FGB4
HMGCL	H0Y2L7
HMGCL	L8EC54
CSMD1	Q96PZ7
CSMD1	E5RIG2
CSMD1	F8W9C3
CSMD1	H7BXU2
RASSF10	A6NK89
PRAME	P78395
PRAME	A0A024R1E6
PRAME	A0A0G2JRX7
PRAME	A0A0G2JRX8
PRAME	B5MCY4
PRAME	B5MD04
PRAME	E7EMH2
PRAME	E7EW99
PRAME	H7C2P3
KLHL6	Q8WZ60
KLHL6	A0A0C4DGF2
CBX7	O95931
CBX7	A0A024R1M4
CBX7	A0A024R1Q2
CBX7	B0QYP2
CBX7	B0QYP3
NARFL	Q9H6Q4
KRT80	Q6KB66
HBA1	P69905
HBA1	D1MGQ2
HBA1	E1B2D1
HBA1	E9M4D4
HBA1	G3V1N2
HBA1	I1VZV6
HBA1	Q6J1Z9
HBA1	Q86YL2
HBA1	Q86YQ4
HBA1	Q9BX83
HBA1	Q9NQT3
HBA1	U6A216
HBA1	U6A493
HBA1	V9GZG8
LRG1	P02750
LRG1	Q68CK4
SAMD3	Q8N6K7
SAMD3	E9PPN0
SAMD3	E9PR28
SAMD3	E9PR45
SAMD3	E9PRU9
SAMD3	E9PS85
SAMD3	H0YEH9
MKL2	Q9ULH7
MKL2	A1L1A9
MKL2	I3L2S3
MKL2	Q05BP1
CPB1	P15086
CPB1	C9J5C4
CPB1	C9JUX7
CPB1	C9JXS3
KRT2	P35908
SLC6A13	Q9NSD5
SLC6A13	F5GZA5
SLC6A13	F5H5D9
SLC6A13	F5H6S9
MSH4	O15457
MSH4	Q5ZEZ0
DOPEY1	Q5JWR5
DOPEY1	B2RWN9
DOPEY1	H0UI10
DOPEY1	H0UI11
C8orf59	Q8N0T1
VWA3A	A6NCI4
VWA3A	H3BTG8
VWA3A	H3BTX3
VWA3A	H3BUS3
VWA3A	H7BXL8
GPR84	Q9NQS5
TROVE2	P10155
TROVE2	A0A024R983
TROVE2	G5E9R9
FAM98C	Q17RN3
FAM98C	B7ZLI5
FAM98C	K7EQL1
FAM98C	K7EQT7
FAM98C	K7ES49
ARMC9	Q7Z3E5
ARMC9	A0A024R486
ARMC9	A0A2Q3DP09
ARMC9	A0A804HHZ1
ARMC9	A0A804HI20
ARMC9	A0A804HIH2
ARMC9	A0A804HIT2
ARMC9	A0A804HIU9
ARMC9	A0A804HJ52
ARMC9	A0A804HJ95
ARMC9	A0A804HJI1
ARMC9	A0A804HK42
ARMC9	A0A804HK85
ARMC9	A0A804HL13
ARMC9	A0A804HLH5
ARMC9	C9JW07
ARMC9	H7BZA2
ARMC9	H7BZY2
BEX1	Q9HBH7
LILRB4	Q8NHJ6
LILRB4	A0A087X0F8
LILRB4	A0A0A0MQW7
LILRB4	A0A0A0MS20
LILRB4	A0A0A0MSZ8
LILRB4	A0A0G2JM38
LILRB4	A0A0G2JM43
LILRB4	A0A0G2JM57
LILRB4	A0A0G2JM84
LILRB4	A0A0G2JMH7
LILRB4	A0A0G2JML1
LILRB4	A0A0G2JNA7
LILRB4	A0A0G2JNE9
LILRB4	A0A0G2JNL1
LILRB4	A0A0G2JP25
LILRB4	A0A0G2JP84
LILRB4	A0A0G2JPA9
LILRB4	A0A0G2JPC7
LILRB4	A0A0G2JPI0
LILRB4	A0A0G2JPU4
LILRB4	A0A0G2JPV4
LILRB4	A0A0G2JPX5
LILRB4	A0A0G2JQ10
LILRB4	A0A0G2JQ20
LILRB4	A0A8Q3SHR1
LILRB4	A8MUE1
LILRB4	C9JST2
MOBP	Q13875
MOBP	A0A024R2P3
MOBP	A0A0S2Z3W1
MOBP	C9JAR7
MOBP	C9JLT8
FAM160A2	Q8N612
ERMN	Q8TAM6
ERMN	B4DIZ1
ERMN	B8ZZ94
ERMN	C9J6B4
ERMN	C9J8X3
ERMN	C9JN04
ERMN	F8WAQ2
ERMN	L8E8L0
C8orf86	Q6ZUL3
MS4A14	Q96JA4
MS4A14	A0A0A0MS57
MS4A14	E9PIL9
MS4A14	E9PPA2
MS4A14	E9PRA6
MS4A14	E9PRG6
MS4A14	F6X344
MS4A14	H0YD53
NFAM1	Q8NET5
SPRR3	Q9UBC9
SPRR3	B1AN48
IFT122	Q9HBG6
IFT122	A0A8C8L0T3
IFT122	A0A8I5KNX7
IFT122	A0A8I5KP73
IFT122	A0A8I5KPB4
IFT122	A0A8I5KQ16
IFT122	A0A8I5KQF6
IFT122	A0A8I5KR03
IFT122	A0A8I5KR07
IFT122	A0A8I5KRP5
IFT122	A0A8I5KS77
IFT122	A0A8I5KS91
IFT122	A0A8I5KSG5
IFT122	A0A8I5KSN5
IFT122	A0A8I5KSQ0
IFT122	A0A8I5KSV0
IFT122	A0A8I5KT04
IFT122	A0A8I5KT76
IFT122	A0A8I5KT78
IFT122	A0A8I5KTI2
IFT122	A0A8I5KTL4
IFT122	A0A8I5KTT9
IFT122	A0A8I5KUK8
IFT122	A0A8I5KUU2
IFT122	A0A8I5KUV2
IFT122	A0A8I5KUY3
IFT122	A0A8I5KV39
IFT122	A0A8I5KVC7
IFT122	A0A8I5KW25
IFT122	A0A8I5KW32
IFT122	A0A8I5KWK4
IFT122	A0A8I5KX14
IFT122	A0A8I5KX44
IFT122	A0A8I5KXA7
IFT122	A0A8I5KXC8
IFT122	A0A8I5KXT5
IFT122	A0A8I5KYB6
IFT122	A0A8I5KYR0
IFT122	A0A8I5KYT5
IFT122	A0A8I5KYX1
IFT122	A0A8I5KZ03
IFT122	A0A8I5QJE0
IFT122	A0A8I5QJX4
IFT122	A0A8I5QKJ5
IFT122	A0A8I5QKR8
IFT122	A0A8I5QKV2
IFT122	A0A8I5QKV6
IFT122	A0A8I5QKX8
IFT122	A0A8I5QKY6
IFT122	A0A8I5QL12
IFT122	A0A8I5QL25
IFT122	A0A8J9A3C6
IFT122	D6RAF7
IFT122	D6RIB5
IFT122	H0Y978
IFT122	H0Y9I6
IFT122	H0Y9Q2
IFT122	H0Y9Y9
IFT122	H0YAG6
IFT122	H0YAG9
IFT122	L8E937
ZSCAN4	Q8NAM6
BCAN	Q96GW7
BCAN	L8E931
BCAN	Q5T3I6
BCAN	Q5T3I7
BCAN	Q5T3I8
BCAN	V9GXZ8
BCAN	V9GY88
JPH4	Q96JJ6
JPH4	F5H1L9
TRPM5	Q9NZQ8
TRPM5	A0A0C4DGF4
TRPM5	B7ZKS5
TRPM5	B7ZKS6
TRPM5	E9PQF7
TRPM5	E9PRW0
IL1RAPL1	Q9NZN1
IL1RAPL1	A0A0A0MR17
IL1RAPL1	A0A346RP49
IL1RAPL1	Q7Z2H0
IL1RAPL1	Q7Z2K4
IL1RAPL1	X5DNQ7
LEFTY1	O75610
LEFTY1	A0A0A0N0K8
FEM1A	Q9BSK4
COL11A2	P13942
COL11A2	A0A0C4DFS1
COL11A2	A0A0G2JHD9
COL11A2	A0A0G2JI07
COL11A2	A0A0G2JL35
COL11A2	A0A0G2JL78
COL11A2	A0A140T9A1
COL11A2	A0A140T9I7
COL11A2	A0A140T9N0
COL11A2	A0A140T9N1
COL11A2	A0A140T9W8
COL11A2	A0A140T9X7
COL11A2	A0A140TA43
COL11A2	A0A140TA54
COL11A2	A2AAS7
COL11A2	H0YIS1
COL11A2	J3JS72
COL11A2	Q4VXY6
COL11A2	Q6LCP7
PCDH15	Q96QU1
PCDH15	A0A087WTR6
PCDH15	A0A087WUC7
PCDH15	A0A087WX70
PCDH15	A0A087WXQ6
PCDH15	A0A087WZN4
PCDH15	A0A087WZN9
PCDH15	A0A087X1T6
PCDH15	A0A2R8Y6C0
PCDH15	A0A2R8YEV2
PCDH15	A2A3D8
PCDH15	A2A3D9
PCDH15	A2A3E1
PCDH15	A2A3E4
PCDH15	A2A3E5
PCDH15	A2A3E6
PCDH15	A2A3E7
PCDH15	A2A3E8
PCDH15	A9Z1W1
PCDH15	B7ZBT8
PCDH15	E7EM53
PCDH15	E7EM97
PCDH15	E7EMG8
EPB42	P16452
EPB42	F5H563
EPB42	H3BPV8
EPB42	H3BUR1
EPB42	Q4VB96
FAM84A	Q96KN4
GLRA2	P23416
GLRA2	C9JBL4
C17orf47	O43236
DRD5	P21918
LYZL6	O75951
LYZL6	A0A080YUZ6
LYZL6	A0A087WXX7
C9orf50	Q5SZB4
C9orf50	A0A087WX76
C9orf50	G3F4G4
SEZ6	Q53EL9
SEZ6	A0A0A0MSU7
SEZ6	H0YF95
SEZ6	H0YFT6
SEZ6	H0YFX0
SEZ6	H0YGK0
SEZ6	K7ELJ4
RNF39	Q9H2S5
RNF39	A0A140T8Y9
RNF39	A0A140T901
RNF39	Q2L6J4
RNF39	Q96QB5
ARL16	Q0P5N6
ARL16	B4E3H0
ARL16	I3L196
ARL16	I3L4Z1
ARL16	I3L4Z7
DANCR	P0C864
PTCHD1	Q96NR3
PTCHD1	H7C2M0
PTCHD1	X5D343
PTCHD1	X5D9N8
PTCHD1	X5DNX9
GRIN2D	O15399
ZRSR1	Q15695
NRROS	Q86YC3
UTF1	Q5T230
PEAK3	Q6ZS72
ZNF479	Q96JC4
ZNF479	I0EZ75
PDZD9	Q8IXQ8
PDZD9	E5RJ18
VSTM5	A8MXK1
VSTM5	H0Y3Q1
FAM103A1	Q9BTL3
DCLK3	Q9C098
DCLK3	A0A1B0GTZ4
ELP6	Q0PNE2
ELP6	C9IYN7
ELP6	C9J2D6
ELP6	C9J9N8
ELP6	C9JA82
ELP6	C9JEX8
ELP6	C9JLH5
ELP6	F8WE64
ELP6	H7BZM9
CCDC197	Q8NCU1
CCDC197	A0A1B0GTQ9
CCDC197	A0A1B0GUF5
CCDC197	A0A1W2PPK9
ASTN1	O14525
ASTN1	A6H8Y4
ASTN1	B1AJS1
ASTN1	Q96BL7
ZNF747	Q9BV97
ZNF747	A0A8I5KWK6
NPW	Q8N729
NPW	H3BT17
NPW	H3BT42
SOSTDC1	Q6X4U4
SOSTDC1	A4D125
DDX43	Q9NXZ2
PCSK6	P29122
PCSK6	A0A024RCD0
PCSK6	A0A024RCE2
PCSK6	A0A087WY68
PCSK6	A0A087WZR0
PCSK6	A0A0A8WJK9
PCSK6	A0A0J9YW51
PCSK6	A0A7I2V2Z7
PCSK6	A0A7I2V3M4
PCSK6	A0A7I2V3T2
PCSK6	A0A7I2YQH5
PCSK6	A2RQD9
PCSK6	H0Y3Q0
PCSK6	H0YKK2
PCSK6	H0YKZ4
PCSK6	H0YLC8
PCSK6	H0YMW5
PCSK6	H7BXT3
PCSK6	L8EAN7
ALOX12	P18054
ALOX12	K7ENN9
ADAMTS9	Q9P2N4
ADAMTS9	A0A087WTS1
ADAMTS9	C9JWI2
ADAMTS9	H0Y859
CXorf66	Q5JRM2
RTL5	Q5HYW3
LRRC37A	A6NMS7
LRRC37A	A0A0G2JNC9
LRRC37A	A0A0G2JQV0
LRRC37A	A0A0G2JRB3
LRRC37A	A8MUI5
LRRC37A	E9PP10
LRRC37A	H6WZW1
GSN-AS1	Q9NRJ2
SPANXA1	Q9NS26
SH2D1B	O14796
GRIN3B	O60391
GRIN3B	Q5F0I4
GRIN3B	Q5F0I5
FAM3D	Q96BQ1
FAM3D	A0A0A8K9B4
FAM3D	C9IZW7
FAM3D	C9J5Z5
FAM3D	C9JB68
FAM3D	F8WCI4
UBE2F	Q969M7
UBE2F	C9IZ93
UBE2F	C9J9P8
UBE2F	C9JF62
UBE2F	C9JFD2
UBE2F	C9JSK8
UBE2F	F2Z363
UBE2F	F8WB39
UBE2F	F8WCT3
UBE2F	F8WD80
UBE2F	F8WDQ9
UBE2F	F8WFB7
UBE2F	G5E9R6
UBE2F	H3BSR4
UBE2F	H3BUI7
C19orf24	Q9BVV8
C19orf24	D6W5Y7
GAGE13	Q4V321
MAT1A	Q00266
MAT1A	B1ANE6
ALKAL1	Q6UXT8
NKIRAS2	Q9NYR9
NKIRAS2	A0A024R1Z4
NKIRAS2	A0A0A0MTA0
NKIRAS2	H7BXP1
NKIRAS2	K7EKE9
NKIRAS2	K7ELL8
NKIRAS2	K7ER26
NKIRAS2	K7ERG2
IZUMO2	Q6UXV1
IZUMO2	M0QXA9
IZUMO2	M0QZG1
IZUMO2	M0R2L8
DOPEY2	Q9Y3R5
OR2W3	Q7Z3T1
OR2W3	A0A126GWA8
OR2W3	B2RUT5
SLC46A2	Q9BY10
SLC46A2	S4R3Y2
H2AFY2	Q9P0M6
H2AFY2	A0A024QZP6
ALG6	Q9Y672
ALG6	A0A3B3IS62
ALG6	A0A3B3ITD6
ALG6	A0A3B3ITI5
ALG6	A0A3B3ITL6
ALG6	R4GMS5
ALG6	S4R350
IFIT5	Q13325
IFIT5	A0A7P0T9H9
IFIT5	A0A7P0TB01
IFIT5	A0A7P0TBP9
IFIT5	A0A7P0Z4E6
ZNF236	Q9UL36
ZNF236	A0A2R8YCW3
ZNF236	J3QQL1
ZNF236	J9JID5
DCAF4L2	Q8NA75
KRT6B	P04259
ALG3	Q92685
ALG3	C9J7S5
ALG3	F8WE30
ALG3	F8WF93
ALG3	H7BZZ2
ALG3	H7C0X4
PABPC1L2A	Q5JQF8
RBM42	Q9BTD8
RBM42	K7EML2
RBM42	K7EP90
RBM42	K7EQ03
RBM42	K7ER08
CCDC177	Q9NQR7
GHR	P10912
GHR	A0A087X0H5
GHR	A0A087X162
GHR	A0A8A6U7T3
GHR	A0A8A6UB81
GHR	A0A8A6UC02
GHR	B9EGJ3
GHR	E7ES05
GHR	E9PCN7
GHR	Q9HCW9
GHR	Q9NRZ8
B4GALT5	O43286
CD109	Q6YHK3
CD109	F1C639
GPRASP1	Q5JY77
PODN	Q7Z5L7
PODN	A0A669KB13
PODN	A0A669KBI2
C5orf30	Q96GV9
CCDC154	A6NI56
CCDC154	A0A590PWR5
CCDC154	B7ZBA8
CCDC154	H3BS06
RTFDC1	Q9BY42
RNF145	Q96MT1
PPEF2	O14830
PPEF2	A0A494C0J1
PPEF2	E7EPQ9
PPEF2	Q14DF6
GTSF1	Q8WW33
GTSF1	G3V1V4
GARS	P41250
GARS	Q75MN1
ST18	O60284
ST18	E5RFE8
ST18	E5RHS3
ST18	E5RHY1
ST18	E5RID0
ST18	E5RK88
ST18	L8E831
LRRC36	Q1X8D7
LRRC36	H3BND7
LRRC36	H3BNV0
LRRC36	H3BQI9
LRRC36	H3BRB2
LRRC36	H3BRP7
LRRC36	H3BS33
LRRC36	H3BSQ6
LRRC36	J3QRT0
LRRC36	J3QSG3
SGMS2	Q8NHU3
SGMS2	E5RGG5
SGMS2	E5RJ63
SGMS2	E5RJU3
LRRC53	A6NM62
DIMT1	Q9UNQ2
DIMT1	A0A0C4DGB1
DIMT1	A0A494C0G7
DIMT1	A0A7P0T8X7
DIMT1	A0A7P0T967
DIMT1	A0A7P0T9J1
DIMT1	A0A7P0T9Y7
DIMT1	A0A7P0Z4I0
DIMT1	B4DRY2
DIMT1	D6RCL3
INTS6L	Q5JSJ4
INTS6L	A0A1W2PPI5
TULP2	O00295
TULP2	E5RH05
TULP2	E5RHR0
TULP2	E5RIF7
TULP2	H0YBB5
FBXL19	Q6PCT2
FBXL19	H3BME1
FBXL19	H3BPI8
FBXL19	H3BPZ0
FBXL19	H3BQP6
FBXL19	H3BTJ3
FBXL19	H3BVB1
FBXL19	H7C112
HERC5	Q9UII4
HERC5	A0A1B1H4K9
HERC5	A0A221SLY6
HERC5	A0A222UBG1
HERC5	A0A222UBI2
HERC5	A0A222UBJ3
HERC5	A0A222UBK0
HERC5	A0A222UBK6
HERC5	A0A222UBK9
HERC5	A0A222UBL0
HERC5	A0A222UBL1
HERC5	A0A222UBN1
HERC5	A0A222UBN3
HERC5	A0A222UBN6
HERC5	A0A222UBN9
HERC5	A0A222UBP0
HERC5	A0A222UBP1
HERC5	A0A222UBP7
HERC5	A0A222UBP8
HERC5	A0A222UBQ7
HERC5	A0A222UBQ8
HERC5	A0A222UBQ9
HERC5	A0A222UBR9
HERC5	A0A222UBS7
HERC5	A0A222UBS8
HERC5	A0A222UBT1
HERC5	A0A222UBU1
HERC5	A0A222UBU5
HERC5	A0A222UBZ4
HERC5	A0A222UC07
HERC5	A0A222UC18
HERC5	A0A222UC38
HERC5	A0A222UC53
HERC5	A0A222UC57
HERC5	E9PBL0
AJAP1	Q9UKB5
AJAP1	L8E8W6
CMPK2	Q5EBM0
CMPK2	I1Z9C7
KRT3	P12035
DIEXF	Q68CQ4
GLB1	P16278
GLB1	C9J4G9
GLB1	C9J539
GLB1	C9JF15
GLB1	C9JWX1
GLB1	E7EQ29
GLB1	F4YK10
GLB1	F8WEN1
GLB1	F8WF40
ADSS	P30520
ADSS	A0A024R5Q7
ADSS	B4E1L0
MAG	P20916
MAG	M0QZU4
MAG	M0R3B9
MAG	M0R3I4
DGLUCY	Q7Z3D6
DGLUCY	A0A0C4DGD4
DGLUCY	A0A0C4DGD8
DGLUCY	E5RFT5
DGLUCY	E5RFZ6
DGLUCY	E5RGN8
DGLUCY	E5RGP9
DGLUCY	E5RHG2
DGLUCY	E5RIL4
DGLUCY	E5RIU5
DGLUCY	E5RJ62
DGLUCY	E5RJ87
DGLUCY	E5RJD1
DGLUCY	E5RJL7
DGLUCY	E5RK14
DGLUCY	E5RK56
DGLUCY	H0YB09
DGLUCY	H0YB11
DGLUCY	H0YB62
DCDC2B	A2VCK2
ACAT1	P24752
ACAT1	P35610
ACAT1	A0A5F9ZHD4
ACAT1	A0A5F9ZHH9
ACAT1	A0A5F9ZHJ0
ACAT1	A0A5F9ZHJ7
